dataset,model,roc_auc,fpr@70tpr,fpr@75tpr,fpr@80tpr,fpr@85tpr,fpr@90tpr,fpr@95tpr
FashionMNIST,LOF,0.733521957671958,0.296666666666667,0.386666666666667,0.480166666666667,0.674333333333333,0.867,0.951333333333333
FashionMNIST,CBLOF,0.859606878306878,0.144666666666667,0.176666666666667,0.204666666666667,0.261833333333333,0.354833333333333,0.5025
FashionMNIST,HBOS,0.680412698412698,0.467166666666667,0.512,0.579833333333333,0.678,0.7595,0.837166666666667
FashionMNIST,COPOD,0.798843915343915,0.2415,0.262,0.295166666666667,0.3505,0.488666666666667,0.677666666666667
FashionMNIST,ECOD,0.823346031746032,0.196333333333333,0.225666666666667,0.256666666666667,0.294,0.447333333333333,0.621166666666667
FashionMNIST,IForest,0.830853968253968,0.195,0.217166666666667,0.241333333333333,0.2885,0.397833333333333,0.547666666666667
FashionMNIST,HdLOF,0.738383597883598,0.295166666666667,0.374333333333333,0.479,0.597166666666667,0.822833333333333,0.951
FashionMNIST,HdLOF-2l,0.877056084656085,0.12,0.137666666666667,0.160833333333333,0.2125,0.314333333333333,0.445
FashionMNIST,HdLOF-E2,0.70073253968254,0.406833333333333,0.484,0.561333333333333,0.673166666666667,0.773333333333333,0.934333333333333
FashionMNIST,HdLOF-E,0.71066455026455,0.371666666666667,0.449,0.541,0.654833333333333,0.764666666666667,0.935
FashionMNIST,LOF,0.75876164021164,0.267,0.337166666666667,0.466833333333333,0.634,0.841666666666667,0.967833333333333
FashionMNIST,CBLOF,0.940132275132275,0.0726666666666667,0.0838333333333333,0.0976666666666667,0.111833333333333,0.1435,0.182166666666667
FashionMNIST,HBOS,0.789512698412698,0.308666666666667,0.357666666666667,0.391166666666667,0.417166666666667,0.450833333333333,0.499666666666667
FashionMNIST,COPOD,0.925615343915344,0.0876666666666667,0.102,0.113333333333333,0.135166666666667,0.172166666666667,0.235
FashionMNIST,ECOD,0.934988888888889,0.0661666666666667,0.0795,0.097,0.122,0.161,0.222666666666667
FashionMNIST,IForest,0.938522222222222,0.071,0.0801666666666667,0.09,0.116333333333333,0.140666666666667,0.199833333333333
FashionMNIST,HdLOF,0.768226455026455,0.265833333333333,0.337166666666667,0.4425,0.562,0.787833333333333,0.937833333333333
FashionMNIST,HdLOF-2l,0.962144973544974,0.0355,0.0406666666666667,0.053,0.0688333333333333,0.0965,0.129
FashionMNIST,HdLOF-E2,0.735442857142857,0.3255,0.404,0.503,0.6955,0.840333333333333,0.938333333333333
FashionMNIST,HdLOF-E,0.743421693121693,0.3045,0.382333333333333,0.5035,0.686666666666667,0.8405,0.936
FashionMNIST,LOF,0.667059259259259,0.437333333333333,0.524833333333333,0.642166666666667,0.722333333333333,0.909666666666667,0.964
FashionMNIST,CBLOF,0.817407407407407,0.2285,0.259,0.308166666666667,0.399,0.4655,0.616166666666667
FashionMNIST,HBOS,0.428524338624339,0.7415,0.779333333333333,0.799333333333333,0.8295,0.8845,0.9405
FashionMNIST,COPOD,0.690456613756614,0.387666666666667,0.429333333333333,0.482166666666667,0.544,0.5865,0.696833333333333
FashionMNIST,ECOD,0.73745873015873,0.325,0.358333333333333,0.414833333333333,0.475333333333333,0.545833333333333,0.625333333333333
FashionMNIST,IForest,0.761234920634921,0.288833333333333,0.319166666666667,0.372833333333333,0.445333333333333,0.511666666666667,0.607833333333333
FashionMNIST,HdLOF,0.674798412698413,0.4175,0.519,0.5975,0.736166666666667,0.840166666666667,0.959166666666667
FashionMNIST,HdLOF-2l,0.837537830687831,0.185166666666667,0.2205,0.2895,0.366166666666667,0.4155,0.578333333333333
FashionMNIST,HdLOF-E2,0.657243386243386,0.464666666666667,0.5285,0.607333333333333,0.720833333333333,0.799166666666667,0.949
FashionMNIST,HdLOF-E,0.664605291005291,0.45,0.517666666666667,0.6075,0.719,0.800333333333333,0.949166666666667
FashionMNIST,LOF,0.721989947089947,0.311333333333333,0.407333333333333,0.518666666666667,0.7175,0.872666666666667,0.9605
FashionMNIST,CBLOF,0.861116402116402,0.144166666666667,0.169333333333333,0.227,0.274666666666667,0.365666666666667,0.489833333333333
FashionMNIST,HBOS,0.748026455026455,0.3495,0.384666666666667,0.426333333333333,0.496333333333333,0.560666666666667,0.626666666666667
FashionMNIST,COPOD,0.829850793650794,0.209833333333333,0.2375,0.275833333333333,0.309166666666667,0.3765,0.470666666666667
FashionMNIST,ECOD,0.843767724867725,0.183333333333333,0.201333333333333,0.2305,0.2895,0.378833333333333,0.4815
FashionMNIST,IForest,0.83265873015873,0.186333333333333,0.204833333333333,0.2385,0.320166666666667,0.3795,0.491
FashionMNIST,HdLOF,0.724374867724868,0.338833333333333,0.429333333333333,0.521833333333333,0.676666666666667,0.821333333333333,0.960833333333333
FashionMNIST,HdLOF-2l,0.880731746031746,0.127833333333333,0.1595,0.1885,0.241833333333333,0.321333333333333,0.459833333333333
FashionMNIST,HdLOF-E2,0.700554232804233,0.399166666666667,0.469,0.543833333333333,0.712,0.851666666666667,0.958166666666667
FashionMNIST,HdLOF-E,0.706922751322751,0.376333333333333,0.4555,0.534166666666667,0.706833333333333,0.853833333333333,0.958333333333333
FashionMNIST,LOF,0.745949206349207,0.299833333333333,0.384833333333333,0.437666666666667,0.5255,0.723666666666667,0.866166666666667
FashionMNIST,CBLOF,0.814631746031746,0.208166666666667,0.262,0.304333333333333,0.376666666666667,0.459166666666667,0.663666666666667
FashionMNIST,HBOS,0.466137037037037,0.716833333333333,0.743833333333333,0.783666666666667,0.836333333333333,0.8845,0.921833333333333
FashionMNIST,COPOD,0.723543386243386,0.358833333333333,0.402833333333333,0.451333333333333,0.530166666666667,0.621666666666667,0.792833333333333
FashionMNIST,ECOD,0.762455555555556,0.299666666666667,0.343666666666667,0.391,0.4615,0.560333333333333,0.753666666666667
FashionMNIST,IForest,0.777737037037037,0.253833333333333,0.303833333333333,0.380666666666667,0.435,0.512333333333333,0.721333333333333
FashionMNIST,HdLOF,0.743802645502646,0.308833333333333,0.384333333333333,0.4605,0.558,0.671333333333333,0.848833333333333
FashionMNIST,HdLOF-2l,0.829750793650794,0.218666666666667,0.253166666666667,0.3045,0.363333333333333,0.476333333333333,0.5755
FashionMNIST,HdLOF-E2,0.712015079365079,0.393333333333333,0.493166666666667,0.551833333333333,0.6245,0.7255,0.873
FashionMNIST,HdLOF-E,0.718039947089947,0.391833333333333,0.472666666666667,0.544833333333333,0.606,0.702,0.872833333333333
FashionMNIST,LOF,0.79321164021164,0.2615,0.329666666666667,0.408166666666667,0.506666666666667,0.603166666666667,0.725833333333333
FashionMNIST,CBLOF,0.935637566137566,0.0288333333333333,0.037,0.0546666666666667,0.0878333333333333,0.169666666666667,0.408166666666667
FashionMNIST,HBOS,0.881505291005291,0.120833333333333,0.157166666666667,0.2335,0.302333333333333,0.363666666666667,0.563833333333333
FashionMNIST,COPOD,0.918108994708995,0.0358333333333333,0.0635,0.0901666666666667,0.163166666666667,0.277166666666667,0.504
FashionMNIST,ECOD,0.926539682539683,0.0336666666666667,0.0516666666666667,0.0848333333333333,0.123833333333333,0.241166666666667,0.398
FashionMNIST,IForest,0.92829417989418,0.029,0.047,0.0768333333333333,0.121333333333333,0.249166666666667,0.432166666666667
FashionMNIST,HdLOF,0.782487301587302,0.2775,0.352333333333333,0.433833333333333,0.518333333333333,0.625833333333333,0.760833333333333
FashionMNIST,HdLOF-2l,0.935494708994709,0.0226666666666667,0.0376666666666667,0.0541666666666667,0.0903333333333333,0.249166666666667,0.418
FashionMNIST,HdLOF-E2,0.739716402116402,0.377833333333333,0.4505,0.506666666666667,0.598166666666667,0.7085,0.818833333333333
FashionMNIST,HdLOF-E,0.747662962962963,0.369833333333333,0.446333333333333,0.493666666666667,0.5875,0.6965,0.806666666666667
FashionMNIST,LOF,0.620859523809524,0.585833333333333,0.647833333333333,0.737833333333333,0.818,0.886833333333333,0.9535
FashionMNIST,CBLOF,0.703901587301587,0.4065,0.448666666666667,0.5085,0.574333333333333,0.6375,0.781666666666667
FashionMNIST,HBOS,0.427159788359788,0.755833333333333,0.824333333333333,0.879166666666667,0.907,0.933666666666667,0.958
FashionMNIST,COPOD,0.583102645502646,0.533,0.572833333333333,0.610666666666667,0.669,0.764,0.865833333333333
FashionMNIST,ECOD,0.631716402116402,0.459333333333333,0.509333333333333,0.575,0.635166666666667,0.733833333333333,0.846166666666667
FashionMNIST,IForest,0.647010582010582,0.442166666666667,0.490833333333333,0.553166666666667,0.608166666666667,0.696333333333333,0.816166666666667
FashionMNIST,HdLOF,0.630942857142857,0.558166666666667,0.629333333333333,0.6915,0.744833333333333,0.837833333333333,0.957666666666667
FashionMNIST,HdLOF-2l,0.750975661375662,0.340833333333333,0.387666666666667,0.441666666666667,0.543666666666667,0.625166666666667,0.741166666666667
FashionMNIST,HdLOF-E2,0.612947883597884,0.560333333333333,0.629166666666667,0.699833333333333,0.778166666666667,0.870833333333333,0.927166666666667
FashionMNIST,HdLOF-E,0.619710052910053,0.5485,0.6125,0.704666666666667,0.777666666666667,0.865,0.926333333333333
FashionMNIST,LOF,0.802403703703704,0.223833333333333,0.358166666666667,0.431166666666667,0.514,0.633333333333333,0.716166666666667
FashionMNIST,CBLOF,0.953719576719577,0.0221666666666667,0.0278333333333333,0.0421666666666667,0.0706666666666667,0.155,0.250833333333333
FashionMNIST,HBOS,0.931555555555556,0.0225,0.039,0.0536666666666667,0.107833333333333,0.267166666666667,0.433
FashionMNIST,COPOD,0.948222751322751,0.0108333333333333,0.017,0.0228333333333333,0.0755,0.222,0.325
FashionMNIST,ECOD,0.950287830687831,0.0103333333333333,0.0165,0.021,0.0868333333333333,0.197833333333333,0.318833333333333
FashionMNIST,IForest,0.954589947089947,0.01,0.0155,0.0208333333333333,0.0658333333333333,0.154666666666667,0.316333333333333
FashionMNIST,HdLOF,0.796665608465608,0.216833333333333,0.3425,0.419833333333333,0.524333333333333,0.664666666666667,0.809333333333333
FashionMNIST,HdLOF-2l,0.956757671957672,0.0113333333333333,0.0135,0.0215,0.0738333333333333,0.173833333333333,0.286166666666667
FashionMNIST,HdLOF-E2,0.761072751322751,0.330666666666667,0.403333333333333,0.514666666666667,0.604333333333333,0.754,0.8755
FashionMNIST,HdLOF-E,0.766780952380953,0.322166666666667,0.390833333333333,0.494,0.602166666666667,0.750166666666667,0.868666666666667
FashionMNIST,LOF,0.720150264550265,0.385833333333333,0.44,0.504166666666667,0.580666666666667,0.657666666666667,0.7625
FashionMNIST,CBLOF,0.753966666666667,0.347666666666667,0.376833333333333,0.414166666666667,0.459333333333333,0.515,0.5525
FashionMNIST,HBOS,0.597597354497355,0.573,0.622666666666667,0.668666666666667,0.7345,0.804333333333333,0.868666666666667
FashionMNIST,COPOD,0.680254497354497,0.435333333333333,0.489166666666667,0.537166666666667,0.581166666666667,0.629,0.744166666666667
FashionMNIST,ECOD,0.70708253968254,0.393333333333333,0.441166666666667,0.469833333333333,0.518,0.597166666666667,0.684
FashionMNIST,IForest,0.734800529100529,0.392333333333333,0.428,0.469,0.5135,0.545833333333333,0.631
FashionMNIST,HdLOF,0.70292328042328,0.403833333333333,0.473333333333333,0.527833333333333,0.619333333333333,0.728666666666667,0.861666666666667
FashionMNIST,HdLOF-2l,0.776808465608466,0.302166666666667,0.343666666666667,0.398166666666667,0.442166666666667,0.491166666666667,0.546833333333333
FashionMNIST,HdLOF-E2,0.661140211640212,0.450666666666667,0.539,0.638666666666667,0.749833333333333,0.843,0.9255
FashionMNIST,HdLOF-E,0.665125132275132,0.447333333333333,0.541833333333333,0.644833333333333,0.7505,0.840333333333333,0.923666666666667
FashionMNIST,LOF,0.871409523809524,0.120833333333333,0.1735,0.210166666666667,0.314333333333333,0.405166666666667,0.515
FashionMNIST,CBLOF,0.945348148148148,0.0448333333333333,0.0508333333333333,0.0616666666666667,0.0765,0.105833333333333,0.280666666666667
FashionMNIST,HBOS,0.904351322751323,0.0666666666666667,0.0913333333333333,0.139666666666667,0.1845,0.326666666666667,0.523333333333333
FashionMNIST,COPOD,0.941101587301587,0.0385,0.0503333333333333,0.0596666666666667,0.0898333333333333,0.15,0.355833333333333
FashionMNIST,ECOD,0.949738624338624,0.035,0.042,0.0525,0.0796666666666667,0.128666666666667,0.292166666666667
FashionMNIST,IForest,0.937240211640212,0.0435,0.0556666666666667,0.0723333333333333,0.100666666666667,0.185666666666667,0.427333333333333
FashionMNIST,HdLOF,0.863820105820106,0.134,0.1625,0.2205,0.309333333333333,0.435166666666667,0.571166666666667
FashionMNIST,HdLOF-2l,0.952859259259259,0.03,0.0381666666666667,0.0496666666666667,0.0606666666666667,0.0906666666666667,0.295333333333333
FashionMNIST,HdLOF-E2,0.79452671957672,0.253666666666667,0.3095,0.3625,0.508666666666667,0.602166666666667,0.782666666666667
FashionMNIST,HdLOF-E,0.805885714285714,0.229333333333333,0.272666666666667,0.335,0.471166666666667,0.590666666666667,0.775333333333333
MVTec-AD,LOF,0.93311152699799,0.0567685589519651,0.0655021834061135,0.091703056768559,0.152838427947598,0.187772925764192,0.200873362445415
MVTec-AD,CBLOF,0.966035904900534,0,0,0.0262008733624454,0.0393013100436681,0.100436681222707,0.126637554585153
MVTec-AD,HBOS,0.963124696749151,0,0,0.0131004366812227,0.0262008733624454,0.091703056768559,0.218340611353712
MVTec-AD,COPOD,0.963194011228946,0,0,0.0218340611353712,0.0262008733624454,0.131004366812227,0.196506550218341
MVTec-AD,ECOD,0.932418382200042,0.0349344978165939,0.0349344978165939,0.0655021834061135,0.131004366812227,0.187772925764192,0.436681222707424
MVTec-AD,IForest,0.95536147501213,0.00436681222707424,0.00436681222707424,0.0218340611353712,0.0393013100436681,0.131004366812227,0.414847161572052
MVTec-AD,HdLOF,0.902613155888265,0.0786026200873363,0.109170305676856,0.165938864628821,0.22707423580786,0.366812227074236,0.432314410480349
MVTec-AD,HdLOF-2l,0.971165176405351,0.00436681222707424,0.00436681222707424,0.00436681222707424,0.00873362445414847,0.0829694323144105,0.170305676855895
MVTec-AD,HdLOF-E2,0.863415817564289,0.218340611353712,0.22707423580786,0.253275109170306,0.323144104803493,0.349344978165939,0.506550218340611
MVTec-AD,HdLOF-E,0.873986275733001,0.170305676855895,0.218340611353712,0.253275109170306,0.270742358078603,0.296943231441048,0.497816593886463
MVTec-AD,LOF,0.729185938945421,0.354609929078014,0.393617021276596,0.50354609929078,0.638297872340426,0.74468085106383,0.801418439716312
MVTec-AD,CBLOF,0.718547641073081,0.358156028368794,0.460992907801418,0.514184397163121,0.666666666666667,0.734042553191489,0.868794326241135
MVTec-AD,HBOS,0.671330558125193,0.436170212765957,0.50354609929078,0.556737588652482,0.734042553191489,0.847517730496454,0.936170212765958
MVTec-AD,COPOD,0.673990132593278,0.429078014184397,0.51063829787234,0.581560283687943,0.652482269503546,0.804964539007092,0.921985815602837
MVTec-AD,ECOD,0.685168054270737,0.471631205673759,0.521276595744681,0.539007092198582,0.588652482269504,0.776595744680851,0.911347517730497
MVTec-AD,IForest,0.687557816836263,0.475177304964539,0.5,0.556737588652482,0.663120567375887,0.734042553191489,0.861702127659574
MVTec-AD,HdLOF,0.733040394696269,0.329787234042553,0.404255319148936,0.521276595744681,0.624113475177305,0.716312056737589,0.812056737588653
MVTec-AD,HdLOF-2l,0.702012025901943,0.375886524822695,0.453900709219858,0.556737588652482,0.695035460992908,0.74822695035461,0.865248226950355
MVTec-AD,HdLOF-E2,0.745162658032686,0.333333333333333,0.361702127659575,0.443262411347518,0.556737588652482,0.684397163120567,0.783687943262411
MVTec-AD,HdLOF-E,0.747263336416898,0.333333333333333,0.358156028368794,0.446808510638298,0.549645390070922,0.677304964539007,0.773049645390071
MVTec-AD,LOF,0.671127454697096,0.528925619834711,0.566115702479339,0.582644628099174,0.669421487603306,0.739669421487603,0.859504132231405
MVTec-AD,CBLOF,0.627265145196755,0.533057851239669,0.570247933884298,0.685950413223141,0.735537190082645,0.81404958677686,0.962809917355372
MVTec-AD,HBOS,0.649404807036166,0.504132231404959,0.520661157024793,0.553719008264463,0.628099173553719,0.78099173553719,0.892561983471074
MVTec-AD,COPOD,0.644855561452726,0.520661157024793,0.553719008264463,0.590909090909091,0.644628099173554,0.801652892561984,0.871900826446281
MVTec-AD,ECOD,0.644855561452726,0.504132231404959,0.533057851239669,0.599173553719008,0.698347107438017,0.764462809917355,0.871900826446281
MVTec-AD,IForest,0.652665099704299,0.5,0.549586776859504,0.590909090909091,0.628099173553719,0.665289256198347,0.830578512396694
MVTec-AD,HdLOF,0.687353097278035,0.462809917355372,0.541322314049587,0.607438016528926,0.681818181818182,0.81404958677686,0.913223140495868
MVTec-AD,HdLOF-2l,0.672871332170749,0.483471074380165,0.491735537190083,0.599173553719008,0.681818181818182,0.772727272727273,0.84297520661157
MVTec-AD,HdLOF-E2,0.695503828948366,0.450413223140496,0.557851239669422,0.648760330578512,0.731404958677686,0.793388429752066,0.925619834710744
MVTec-AD,HdLOF-E,0.694783531730988,0.450413223140496,0.56198347107438,0.65702479338843,0.739669421487603,0.793388429752066,0.921487603305785
MVTec-AD,LOF,0.700094848971253,0.412337662337662,0.487012987012987,0.574675324675325,0.652597402597403,0.707792207792208,0.824675324675325
MVTec-AD,CBLOF,0.69761418356924,0.399350649350649,0.435064935064935,0.633116883116883,0.727272727272727,0.792207792207792,0.850649350649351
MVTec-AD,HBOS,0.710564716182694,0.451298701298701,0.477272727272727,0.616883116883117,0.701298701298701,0.850649350649351,0.941558441558442
MVTec-AD,COPOD,0.727783452502554,0.36038961038961,0.474025974025974,0.574675324675325,0.636363636363636,0.798701298701299,0.88961038961039
MVTec-AD,ECOD,0.689588501386254,0.483766233766234,0.532467532467532,0.587662337662338,0.642857142857143,0.795454545454545,0.918831168831169
MVTec-AD,IForest,0.70359696483292,0.412337662337662,0.431818181818182,0.574675324675325,0.649350649350649,0.795454545454545,0.944805194805195
MVTec-AD,HdLOF,0.682985553772071,0.422077922077922,0.50974025974026,0.62012987012987,0.678571428571429,0.814935064935065,0.892857142857143
MVTec-AD,HdLOF-2l,0.707099080694586,0.38961038961039,0.451298701298701,0.548701298701299,0.672077922077922,0.733766233766234,0.88961038961039
MVTec-AD,HdLOF-E2,0.69199620604115,0.422077922077922,0.496753246753247,0.584415584415584,0.642857142857143,0.808441558441558,0.87012987012987
MVTec-AD,HdLOF-E,0.692251568656063,0.422077922077922,0.5,0.587662337662338,0.63961038961039,0.808441558441558,0.87012987012987
MVTec-AD,LOF,0.61969836872884,0.585964912280702,0.687719298245614,0.740350877192982,0.856140350877193,0.940350877192983,0.975438596491228
MVTec-AD,CBLOF,0.649122807017544,0.515789473684211,0.635087719298246,0.726315789473684,0.757894736842105,0.807017543859649,0.842105263157895
MVTec-AD,HBOS,0.53419513696522,0.621052631578947,0.680701754385965,0.705263157894737,0.789473684210526,0.859649122807018,0.891228070175439
MVTec-AD,COPOD,0.611080332409972,0.571929824561404,0.68421052631579,0.691228070175439,0.757894736842105,0.810526315789474,0.943859649122807
MVTec-AD,ECOD,0.604001231148046,0.592982456140351,0.63859649122807,0.775438596491228,0.831578947368421,0.845614035087719,0.947368421052632
MVTec-AD,IForest,0.614096645121576,0.614035087719298,0.624561403508772,0.649122807017544,0.775438596491228,0.852631578947368,0.985964912280702
MVTec-AD,HdLOF,0.654478301015697,0.480701754385965,0.582456140350877,0.691228070175439,0.733333333333333,0.807017543859649,0.933333333333333
MVTec-AD,HdLOF-2l,0.653924284395199,0.533333333333333,0.617543859649123,0.698245614035088,0.708771929824561,0.768421052631579,0.950877192982456
MVTec-AD,HdLOF-E2,0.692428439519852,0.410526315789474,0.456140350877193,0.543859649122807,0.747368421052632,0.768421052631579,0.866666666666667
MVTec-AD,HdLOF-E,0.691782086795937,0.421052631578947,0.463157894736842,0.547368421052632,0.740350877192982,0.778947368421053,0.870175438596491
MVTec-AD,LOF,0.732084852502486,0.350348027842227,0.445475638051044,0.552204176334107,0.654292343387471,0.721577726218098,0.849187935034803
MVTec-AD,CBLOF,0.737653297978124,0.329466357308585,0.436194895591647,0.519721577726218,0.647331786542923,0.684454756380511,0.823665893271462
MVTec-AD,HBOS,0.749883990719258,0.375870069605568,0.440835266821346,0.552204176334107,0.633410672853828,0.677494199535963,0.791183294663573
MVTec-AD,COPOD,0.732714617169374,0.382830626450116,0.512761020881671,0.589327146171694,0.642691415313225,0.723897911832947,0.835266821345708
MVTec-AD,ECOD,0.698276433543255,0.489559164733179,0.545243619489559,0.621809744779582,0.740139211136891,0.756380510440835,0.835266821345708
MVTec-AD,IForest,0.706165064633742,0.378190255220418,0.48491879350348,0.658932714617169,0.677494199535963,0.795823665893272,0.88631090487239
MVTec-AD,HdLOF,0.728737156115346,0.387470997679814,0.447795823665893,0.491879350348028,0.670533642691415,0.744779582366589,0.807424593967517
MVTec-AD,HdLOF-2l,0.721014252568777,0.352668213457077,0.410672853828306,0.545243619489559,0.679814385150812,0.774941995359629,0.814385150812065
MVTec-AD,HdLOF-E2,0.752220749088499,0.389791183294664,0.450116009280742,0.48491879350348,0.617169373549884,0.672853828306265,0.719257540603248
MVTec-AD,HdLOF-E,0.751541266158436,0.389791183294664,0.461716937354988,0.48723897911833,0.621809744779582,0.668213457076566,0.71461716937355
MVTec-AD,LOF,0.899662533354262,0.133574007220217,0.151624548736462,0.187725631768953,0.227436823104693,0.24187725631769,0.296028880866426
MVTec-AD,CBLOF,0.985206404018208,0.0072202166064982,0.0072202166064982,0.0180505415162455,0.0288808664259928,0.0324909747292419,0.0613718411552347
MVTec-AD,HBOS,0.989719039397269,0,0.0072202166064982,0.0072202166064982,0.0252707581227437,0.036101083032491,0.0505415162454874
MVTec-AD,COPOD,0.98532412494114,0.0036101083032491,0.0072202166064982,0.0072202166064982,0.036101083032491,0.0469314079422383,0.0577617328519856
MVTec-AD,ECOD,0.972257102495684,0.0072202166064982,0.0108303249097473,0.0144404332129964,0.0613718411552347,0.0794223826714802,0.180505415162455
MVTec-AD,IForest,0.980222884947418,0.0072202166064982,0.0108303249097473,0.0216606498194946,0.0324909747292419,0.0433212996389892,0.140794223826715
MVTec-AD,HdLOF,0.885143619525977,0.133574007220217,0.169675090252708,0.212996389891697,0.263537906137184,0.317689530685921,0.368231046931408
MVTec-AD,HdLOF-2l,0.986736776016324,0.0108303249097473,0.0180505415162455,0.0216606498194946,0.0288808664259928,0.0324909747292419,0.0505415162454874
MVTec-AD,HdLOF-E2,0.872527860618427,0.133574007220217,0.151624548736462,0.220216606498195,0.288808664259928,0.332129963898917,0.483754512635379
MVTec-AD,HdLOF-E,0.874587976769738,0.133574007220217,0.144404332129964,0.227436823104693,0.288808664259928,0.332129963898917,0.462093862815885
